bp	annual_hunting_mortality
3762	0.046909
3761	0.046909
3760	0.046909
3759	0.046909
3758	0.046909
3757	0.046909
3756	0.046909
3755	0.046909
3754	0.046909
3753	0.046909
3752	0.046909
3751	0.046909
3750	0.046909
3749	0.046909
3748	0.046909
3747	0.046909
3746	0.046909
3745	0.046909
3744	0.046909
3743	0.046909
3742	0.046909
3741	0.046909
3740	0.046909
3739	0.046909
3738	0.046909
3737	0.046909
3736	0.046909
3735	0.046909
3734	0.046909
3733	0.046909
3732	0.046909
3731	0.046909
3730	0.046909
3729	0.046909
3728	0.046909
3727	0.046909
3726	0.046909
3725	0.046909
3724	0.046909
3723	0.046909
3722	0.046909
3721	0.046909
3720	0.046909
3719	0.046909
3718	0.046909
3717	0.046909
3716	0.046909
3715	0.046909
3714	0.046909
3713	0.046909
3712	0.046909
3711	0.046909
3710	0.046909
3709	0.046909
3708	0.046909
3707	0.046909
3706	0.046909
3705	0.046909
3704	0.046909
3703	0.046909
3702	0.046909
3701	0.046909
3700	0.046909
3699	0.046909
3698	0.046909
3697	0.046909
3696	0.046909
3695	0.046909
3694	0.046909
3693	0.046909
3692	0.046909
3691	0.046909
3690	0.046909
3689	0.046909
3688	0.046909
3687	0.046909
3686	0.046909
3685	0.046909
3684	0.046909
3683	0.046909
3682	0.046909
3681	0.046909
3680	0.046909
3679	0.046909
3678	0.046909
3677	0.046909
3676	0.046909
3675	0.046909
3674	0.046909
3673	0.046909
3672	0.046909
3671	0.046909
3670	0.046909
3669	0.046909
3668	0.046909
3667	0.046909
3666	0.046909
3665	0.046909
3664	0.046909
3663	0.046909
3662	0.046909
3661	0.046909
3660	0.046909
3659	0.046909
3658	0.046909
3657	0.046909
3656	0.046909
3655	0.046909
3654	0.046909
3653	0.046909
3652	0.046909
3651	0.046909
3650	0.046909
3649	0.046909
3648	0.046909
3647	0.046909
3646	0.046909
3645	0.046909
3644	0.046909
3643	0.046909
3642	0.046909
3641	0.046909
3640	0.046909
3639	0.046909
3638	0.046909
3637	0.046909
3636	0.046909
3635	0.046909
3634	0.046909
3633	0.046909
3632	0.046909
3631	0.046909
3630	0.046909
3629	0.046909
3628	0.046909
3627	0.046909
3626	0.046909
3625	0.046909
3624	0.046909
3623	0.046909
3622	0.046909
3621	0.046909
3620	0.046909
3619	0.046909
3618	0.046909
3617	0.046909
3616	0.046909
3615	0.046909
3614	0.046909
3613	0.046909
3612	0.046909
3611	0.046909
